Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Total Profit
334,"Wednesday, November 1, 2023",CUST334,Male,31,Electronics,3,300,900,
335,"Saturday, February 4, 2023",CUST335,Female,47,Beauty,4,30,120,
336,"Tuesday, December 12, 2023",CUST336,Female,52,Beauty,3,50,150,
337,"Monday, May 1, 2023",CUST337,Male,38,Clothing,1,500,500,
338,"Wednesday, July 26, 2023",CUST338,Male,54,Beauty,2,50,100,
339,"Friday, March 3, 2023",CUST339,Female,22,Electronics,2,25,50,
340,"Thursday, October 19, 2023",CUST340,Female,36,Clothing,4,300,1200,
341,"Sunday, May 7, 2023",CUST341,Male,31,Clothing,4,50,200,
342,"Tuesday, October 24, 2023",CUST342,Female,43,Clothing,4,500,2000,
343,"Wednesday, November 1, 2023",CUST343,Male,21,Electronics,2,25,50,
344,"Saturday, January 21, 2023",CUST344,Female,42,Beauty,1,30,30,
345,"Tuesday, November 14, 2023",CUST345,Male,62,Electronics,1,30,30,
346,"Saturday, February 11, 2023",CUST346,Male,59,Clothing,2,500,1000,
347,"Thursday, August 3, 2023",CUST347,Male,42,Electronics,1,25,25,
348,"Sunday, December 3, 2023",CUST348,Female,35,Electronics,2,300,600,
349,"Thursday, October 26, 2023",CUST349,Female,57,Beauty,1,50,50,
350,"Tuesday, October 17, 2023",CUST350,Male,25,Beauty,3,25,75,
351,"Monday, September 25, 2023",CUST351,Female,56,Clothing,3,30,90,
352,"Sunday, June 11, 2023",CUST352,Male,57,Electronics,2,500,1000,
353,"Sunday, May 14, 2023",CUST353,Male,31,Electronics,1,500,500,
354,"Saturday, April 15, 2023",CUST354,Female,49,Beauty,4,50,200,
355,"Saturday, December 9, 2023",CUST355,Female,55,Electronics,1,500,500,
356,"Saturday, June 10, 2023",CUST356,Male,50,Electronics,3,500,1500,
357,"Wednesday, May 3, 2023",CUST357,Female,40,Electronics,3,25,75,
358,"Tuesday, May 16, 2023",CUST358,Female,32,Beauty,1,300,300,
359,"Saturday, July 22, 2023",CUST359,Male,50,Clothing,1,50,50,
360,"Thursday, March 9, 2023",CUST360,Male,42,Clothing,4,25,100,
361,"Sunday, December 10, 2023",CUST361,Female,34,Electronics,4,300,1200,
362,"Monday, November 27, 2023",CUST362,Male,50,Clothing,1,25,25,
363,"Saturday, June 3, 2023",CUST363,Male,64,Beauty,1,25,25,
364,"Wednesday, August 23, 2023",CUST364,Female,19,Beauty,1,500,500,
365,"Sunday, June 11, 2023",CUST365,Male,31,Clothing,1,300,300,
366,"Tuesday, February 7, 2023",CUST366,Male,57,Clothing,2,50,100,
367,"Thursday, January 5, 2023",CUST367,Female,57,Electronics,1,50,50,
368,"Wednesday, August 23, 2023",CUST368,Female,56,Clothing,4,300,1200,
369,"Wednesday, November 15, 2023",CUST369,Male,23,Electronics,3,500,1500,
370,"Monday, October 16, 2023",CUST370,Male,23,Electronics,2,30,60,
371,"Tuesday, February 21, 2023",CUST371,Female,20,Beauty,1,25,25,
372,"Tuesday, February 7, 2023",CUST372,Female,24,Beauty,3,500,1500,
373,"Tuesday, October 3, 2023",CUST373,Female,25,Beauty,2,300,600,
374,"Thursday, April 20, 2023",CUST374,Female,59,Beauty,3,25,75,
375,"Sunday, September 17, 2023",CUST375,Male,32,Clothing,1,50,50,
376,"Tuesday, May 16, 2023",CUST376,Female,64,Beauty,1,30,30,
377,"Thursday, March 9, 2023",CUST377,Female,46,Clothing,4,50,200,
378,"Wednesday, June 28, 2023",CUST378,Male,50,Beauty,1,300,300,
379,"Sunday, February 5, 2023",CUST379,Female,47,Clothing,1,25,25,
380,"Saturday, May 6, 2023",CUST380,Male,56,Electronics,2,300,600,
381,"Sunday, July 9, 2023",CUST381,Female,44,Clothing,4,25,100,
382,"Friday, May 26, 2023",CUST382,Female,53,Clothing,2,500,1000,
383,"Wednesday, March 22, 2023",CUST383,Female,46,Beauty,3,30,90,
384,"Sunday, August 13, 2023",CUST384,Male,55,Clothing,1,500,500,
385,"Friday, October 6, 2023",CUST385,Male,50,Electronics,3,500,1500,
386,"Wednesday, December 27, 2023",CUST386,Female,54,Electronics,2,300,600,
387,"Sunday, June 4, 2023",CUST387,Male,44,Beauty,1,30,30,
388,"Friday, November 10, 2023",CUST388,Male,50,Electronics,1,25,25,
389,"Friday, December 1, 2023",CUST389,Male,21,Clothing,2,25,50,
390,"Thursday, September 28, 2023",CUST390,Male,39,Electronics,2,50,100,
391,"Thursday, January 5, 2023",CUST391,Male,19,Beauty,2,25,50,
392,"Friday, December 8, 2023",CUST392,Male,27,Clothing,2,300,600,
393,"Wednesday, October 11, 2023",CUST393,Female,22,Beauty,2,500,1000,
394,"Saturday, June 3, 2023",CUST394,Female,27,Clothing,1,500,500,
395,"Wednesday, December 6, 2023",CUST395,Male,50,Electronics,2,500,1000,
396,"Thursday, February 23, 2023",CUST396,Female,55,Beauty,1,30,30,
397,"Friday, March 10, 2023",CUST397,Female,30,Beauty,1,25,25,
398,"Tuesday, May 16, 2023",CUST398,Female,48,Clothing,2,300,600,
399,"Wednesday, March 1, 2023",CUST399,Female,64,Beauty,2,30,60,
400,"Friday, February 24, 2023",CUST400,Male,53,Clothing,4,50,200,
401,"Wednesday, October 11, 2023",CUST401,Female,62,Clothing,1,300,300,
402,"Tuesday, March 21, 2023",CUST402,Female,41,Clothing,2,300,600,
403,"Saturday, May 20, 2023",CUST403,Male,32,Clothing,2,300,600,
404,"Thursday, May 25, 2023",CUST404,Male,46,Electronics,2,500,1000,
405,"Monday, November 6, 2023",CUST405,Female,25,Clothing,4,300,1200,
406,"Tuesday, April 18, 2023",CUST406,Female,22,Beauty,4,25,100,
407,"Sunday, June 25, 2023",CUST407,Female,46,Electronics,3,300,900,
408,"Saturday, April 15, 2023",CUST408,Female,64,Beauty,1,500,500,
409,"Monday, December 18, 2023",CUST409,Female,21,Electronics,3,300,900,
410,"Tuesday, November 21, 2023",CUST410,Female,29,Clothing,2,50,100,
411,"Tuesday, May 16, 2023",CUST411,Male,62,Electronics,4,50,200,
412,"Saturday, September 16, 2023",CUST412,Female,19,Electronics,4,500,2000,
413,"Friday, September 8, 2023",CUST413,Female,44,Beauty,3,25,75,
414,"Tuesday, May 9, 2023",CUST414,Male,48,Beauty,4,25,100,
415,"Friday, January 27, 2023",CUST415,Male,53,Clothing,2,30,60,
416,"Friday, February 17, 2023",CUST416,Male,53,Electronics,4,500,2000,
417,"Tuesday, November 21, 2023",CUST417,Male,43,Electronics,3,300,900,
418,"Saturday, August 5, 2023",CUST418,Female,60,Electronics,2,500,1000,
419,"Monday, May 22, 2023",CUST419,Female,44,Clothing,3,30,90,
420,"Monday, January 23, 2023",CUST420,Female,22,Clothing,4,500,2000,
421,"Monday, January 2, 2023",CUST421,Female,37,Clothing,3,500,1500,
422,"Tuesday, June 20, 2023",CUST422,Female,28,Clothing,3,30,90,
423,"Wednesday, March 8, 2023",CUST423,Female,27,Clothing,1,25,25,
424,"Thursday, November 23, 2023",CUST424,Male,57,Beauty,4,300,1200,
425,"Monday, May 15, 2023",CUST425,Female,55,Electronics,4,30,120,
426,"Friday, March 24, 2023",CUST426,Male,23,Electronics,3,50,150,
427,"Tuesday, August 15, 2023",CUST427,Male,25,Electronics,1,25,25,
428,"Tuesday, October 10, 2023",CUST428,Female,40,Electronics,4,50,200,
429,"Thursday, December 28, 2023",CUST429,Male,64,Electronics,2,25,50,
430,"Monday, August 7, 2023",CUST430,Female,43,Electronics,3,300,900,
431,"Sunday, October 15, 2023",CUST431,Male,63,Electronics,4,300,1200,
432,"Thursday, January 5, 2023",CUST432,Female,60,Electronics,2,500,1000,
433,"Monday, February 27, 2023",CUST433,Male,29,Beauty,4,50,200,
434,"Wednesday, February 8, 2023",CUST434,Female,43,Electronics,2,25,50,
435,"Wednesday, December 20, 2023",CUST435,Female,30,Beauty,3,300,900,
436,"Saturday, March 18, 2023",CUST436,Female,57,Clothing,4,30,120,
437,"Saturday, October 7, 2023",CUST437,Female,35,Electronics,4,300,1200,
438,"Thursday, January 19, 2023",CUST438,Female,42,Clothing,1,30,30,
439,"Sunday, July 9, 2023",CUST439,Male,50,Clothing,3,25,75,
440,"Thursday, October 26, 2023",CUST440,Male,64,Clothing,2,300,600,
441,"Tuesday, October 10, 2023",CUST441,Male,57,Beauty,4,300,1200,
442,"Friday, March 17, 2023",CUST442,Female,60,Clothing,4,25,100,
443,"Wednesday, August 9, 2023",CUST443,Male,29,Clothing,2,300,600,
444,"Tuesday, March 7, 2023",CUST444,Female,61,Clothing,3,30,90,
445,"Sunday, January 22, 2023",CUST445,Female,53,Electronics,1,300,300,
446,"Wednesday, June 7, 2023",CUST446,Male,21,Electronics,1,50,50,
447,"Thursday, July 6, 2023",CUST447,Male,22,Beauty,4,500,2000,
448,"Saturday, January 21, 2023",CUST448,Female,54,Beauty,2,30,60,
449,"Monday, July 3, 2023",CUST449,Male,25,Electronics,4,50,200,
450,"Tuesday, April 18, 2023",CUST450,Female,59,Beauty,2,25,50,
451,"Saturday, December 16, 2023",CUST451,Female,45,Electronics,1,30,30,
452,"Monday, May 8, 2023",CUST452,Female,48,Clothing,3,500,1500,
453,"Friday, December 8, 2023",CUST453,Female,26,Clothing,2,500,1000,
454,"Wednesday, February 22, 2023",CUST454,Female,46,Beauty,1,25,25,
455,"Saturday, July 1, 2023",CUST455,Male,31,Electronics,4,25,100,
456,"Saturday, October 14, 2023",CUST456,Male,57,Electronics,2,30,60,
457,"Friday, July 28, 2023",CUST457,Female,58,Beauty,3,300,900,
458,"Tuesday, November 14, 2023",CUST458,Female,39,Electronics,4,25,100,
459,"Tuesday, March 21, 2023",CUST459,Male,28,Clothing,4,300,1200,
460,"Tuesday, May 2, 2023",CUST460,Male,40,Beauty,1,50,50,
461,"Saturday, March 25, 2023",CUST461,Female,18,Beauty,2,500,1000,
462,"Saturday, April 1, 2023",CUST462,Male,63,Electronics,4,300,1200,
463,"Monday, July 31, 2023",CUST463,Female,54,Beauty,3,500,1500,
464,"Friday, January 13, 2023",CUST464,Male,38,Electronics,2,300,600,
465,"Sunday, April 2, 2023",CUST465,Female,43,Electronics,3,50,150,
466,"Tuesday, June 20, 2023",CUST466,Male,63,Electronics,4,25,100,
467,"Sunday, July 30, 2023",CUST467,Female,53,Electronics,3,50,150,
468,"Saturday, December 9, 2023",CUST468,Male,40,Electronics,1,25,25,
469,"Monday, May 8, 2023",CUST469,Male,18,Beauty,3,25,75,
470,"Wednesday, May 17, 2023",CUST470,Female,57,Clothing,2,500,1000,
471,"Thursday, March 23, 2023",CUST471,Male,32,Clothing,3,50,150,
472,"Tuesday, December 26, 2023",CUST472,Female,38,Beauty,3,300,900,
473,"Saturday, February 25, 2023",CUST473,Male,64,Beauty,1,50,50,
474,"Saturday, July 15, 2023",CUST474,Female,26,Clothing,3,500,1500,
475,"Friday, January 20, 2023",CUST475,Male,26,Clothing,3,25,75,
476,"Tuesday, August 29, 2023",CUST476,Female,27,Clothing,4,500,2000,
477,"Monday, April 24, 2023",CUST477,Male,43,Clothing,4,30,120,
478,"Thursday, April 13, 2023",CUST478,Female,58,Clothing,2,30,60,
479,"Thursday, August 24, 2023",CUST479,Male,52,Electronics,4,300,1200,
480,"Thursday, June 29, 2023",CUST480,Female,42,Beauty,4,500,2000,
481,"Tuesday, June 6, 2023",CUST481,Female,43,Electronics,4,300,1200,
482,"Thursday, April 27, 2023",CUST482,Female,28,Clothing,4,300,1200,
483,"Tuesday, April 25, 2023",CUST483,Male,55,Clothing,1,30,30,
484,"Friday, January 13, 2023",CUST484,Female,19,Clothing,4,300,1200,
485,"Monday, December 4, 2023",CUST485,Male,24,Electronics,1,30,30,
486,"Sunday, April 9, 2023",CUST486,Female,35,Electronics,1,25,25,
487,"Monday, July 24, 2023",CUST487,Male,44,Clothing,4,500,2000,
488,"Sunday, June 18, 2023",CUST488,Female,51,Electronics,3,300,900,
489,"Tuesday, May 23, 2023",CUST489,Male,44,Electronics,1,30,30,
490,"Sunday, February 5, 2023",CUST490,Male,34,Clothing,3,50,150,
491,"Tuesday, May 23, 2023",CUST491,Female,60,Electronics,3,300,900,
492,"Thursday, June 29, 2023",CUST492,Male,61,Beauty,4,25,100,
493,"Saturday, November 25, 2023",CUST493,Male,41,Beauty,2,25,50,
494,"Monday, September 18, 2023",CUST494,Female,42,Beauty,4,50,200,
495,"Monday, July 24, 2023",CUST495,Male,24,Beauty,2,30,60,
496,"Thursday, December 14, 2023",CUST496,Male,23,Clothing,2,300,600,
497,"Monday, October 2, 2023",CUST497,Male,41,Clothing,4,30,120,
498,"Monday, June 19, 2023",CUST498,Female,50,Clothing,4,25,100,
499,"Sunday, January 15, 2023",CUST499,Male,46,Beauty,2,30,60,
500,"Wednesday, March 1, 2023",CUST500,Female,60,Beauty,4,25,100,
501,"Sunday, May 14, 2023",CUST501,Male,39,Electronics,2,30,60,
502,"Sunday, April 2, 2023",CUST502,Male,43,Electronics,3,50,150,
503,"Wednesday, October 25, 2023",CUST503,Male,45,Beauty,4,500,2000,
504,"Tuesday, May 16, 2023",CUST504,Female,38,Beauty,3,50,150,
505,"Friday, January 20, 2023",CUST505,Male,24,Beauty,1,50,50,
506,"Saturday, February 25, 2023",CUST506,Male,34,Beauty,3,500,1500,
507,"Thursday, November 2, 2023",CUST507,Female,37,Electronics,3,500,1500,
508,"Friday, August 11, 2023",CUST508,Male,58,Beauty,2,300,600,
509,"Monday, June 26, 2023",CUST509,Female,37,Electronics,3,300,900,
510,"Saturday, June 10, 2023",CUST510,Female,39,Beauty,4,50,200,
511,"Saturday, August 12, 2023",CUST511,Male,45,Beauty,2,50,100,
512,"Tuesday, November 7, 2023",CUST512,Female,57,Beauty,1,25,25,
513,"Tuesday, September 19, 2023",CUST513,Male,24,Electronics,4,25,100,
514,"Wednesday, March 1, 2023",CUST514,Female,18,Electronics,1,300,300,
515,"Monday, July 17, 2023",CUST515,Female,49,Clothing,3,300,900,
516,"Monday, October 23, 2023",CUST516,Male,30,Beauty,4,25,100,
517,"Saturday, April 8, 2023",CUST517,Female,47,Clothing,4,25,100,
518,"Thursday, May 11, 2023",CUST518,Female,40,Clothing,1,30,30,
519,"Monday, January 23, 2023",CUST519,Female,36,Electronics,4,30,120,
520,"Friday, December 29, 2023",CUST520,Female,49,Electronics,4,25,100,
521,"Saturday, August 12, 2023",CUST521,Female,47,Clothing,4,30,120,
522,"Sunday, January 1, 2023",CUST522,Male,46,Beauty,3,500,1500,
523,"Sunday, September 24, 2023",CUST523,Female,62,Electronics,1,300,300,
524,"Tuesday, October 3, 2023",CUST524,Male,46,Beauty,4,300,1200,
525,"Monday, December 18, 2023",CUST525,Female,47,Beauty,2,25,50,
526,"Sunday, December 10, 2023",CUST526,Male,33,Clothing,2,50,100,
527,"Tuesday, April 11, 2023",CUST527,Male,57,Clothing,2,25,50,
528,"Thursday, July 6, 2023",CUST528,Female,36,Clothing,2,30,60,
529,"Wednesday, August 9, 2023",CUST529,Female,35,Clothing,3,50,150,
530,"Sunday, February 5, 2023",CUST530,Female,18,Electronics,4,30,120,
531,"Thursday, December 7, 2023",CUST531,Male,31,Electronics,1,500,500,
532,"Monday, June 19, 2023",CUST532,Female,64,Clothing,4,30,120,
533,"Thursday, November 16, 2023",CUST533,Male,19,Electronics,3,500,1500,
534,"Saturday, June 10, 2023",CUST534,Male,45,Clothing,2,500,1000,
535,"Wednesday, December 6, 2023",CUST535,Male,47,Beauty,3,30,90,
536,"Sunday, March 5, 2023",CUST536,Female,55,Beauty,4,30,120,
537,"Saturday, June 3, 2023",CUST537,Female,21,Beauty,1,500,500,
538,"Sunday, September 17, 2023",CUST538,Male,18,Clothing,3,50,150,
539,"Thursday, June 8, 2023",CUST539,Male,25,Beauty,1,500,500,
540,"Friday, December 8, 2023",CUST540,Female,46,Electronics,3,300,900,
541,"Saturday, July 29, 2023",CUST541,Male,56,Beauty,1,500,500,
542,"Saturday, June 17, 2023",CUST542,Female,20,Beauty,1,50,50,
543,"Wednesday, July 26, 2023",CUST543,Male,49,Beauty,2,300,600,
544,"Saturday, December 23, 2023",CUST544,Female,27,Electronics,1,25,25,
545,"Thursday, June 1, 2023",CUST545,Male,27,Clothing,2,25,50,
546,"Wednesday, October 11, 2023",CUST546,Female,36,Electronics,4,50,200,
547,"Tuesday, March 7, 2023",CUST547,Male,63,Clothing,4,500,2000,
548,"Sunday, April 9, 2023",CUST548,Female,51,Clothing,2,30,60,
549,"Friday, August 4, 2023",CUST549,Female,50,Beauty,2,50,100,
550,"Thursday, December 7, 2023",CUST550,Male,40,Clothing,3,300,900,
551,"Friday, July 14, 2023",CUST551,Male,45,Electronics,3,300,900,
552,"Wednesday, December 13, 2023",CUST552,Female,49,Electronics,3,25,75,
553,"Friday, March 31, 2023",CUST553,Male,24,Clothing,4,300,1200,
554,"Sunday, November 12, 2023",CUST554,Female,46,Beauty,3,50,150,
555,"Thursday, October 19, 2023",CUST555,Male,25,Beauty,1,300,300,
556,"Sunday, June 4, 2023",CUST556,Female,18,Electronics,1,50,50,
557,"Thursday, July 27, 2023",CUST557,Female,20,Beauty,3,30,90,
558,"Sunday, October 8, 2023",CUST558,Female,41,Clothing,1,25,25,
559,"Sunday, January 1, 2023",CUST559,Female,40,Clothing,4,300,1200,
560,"Monday, June 5, 2023",CUST560,Female,25,Electronics,1,50,50,
561,"Saturday, May 27, 2023",CUST561,Female,64,Clothing,4,500,2000,
562,"Tuesday, April 18, 2023",CUST562,Male,54,Electronics,2,25,50,
563,"Wednesday, August 9, 2023",CUST563,Male,20,Clothing,2,30,60,
564,"Tuesday, October 24, 2023",CUST564,Male,50,Electronics,2,50,100,
565,"Tuesday, November 7, 2023",CUST565,Female,45,Beauty,2,30,60,
566,"Saturday, December 2, 2023",CUST566,Female,64,Clothing,1,30,30,
567,"Wednesday, June 14, 2023",CUST567,Female,25,Clothing,3,300,900,
568,"Sunday, August 27, 2023",CUST568,Female,51,Electronics,1,300,300,
569,"Tuesday, August 15, 2023",CUST569,Male,52,Electronics,4,50,200,
570,"Tuesday, August 15, 2023",CUST570,Male,49,Clothing,1,500,500,
571,"Tuesday, December 12, 2023",CUST571,Female,41,Electronics,1,50,50,
572,"Thursday, April 20, 2023",CUST572,Male,31,Clothing,4,500,2000,
573,"Tuesday, September 19, 2023",CUST573,Male,49,Beauty,2,30,60,
574,"Thursday, August 31, 2023",CUST574,Female,63,Electronics,2,25,50,
575,"Tuesday, March 28, 2023",CUST575,Male,60,Clothing,2,50,100,
576,"Monday, December 4, 2023",CUST576,Female,33,Beauty,3,50,150,
577,"Monday, February 13, 2023",CUST577,Male,21,Beauty,4,500,2000,
578,"Friday, May 26, 2023",CUST578,Female,54,Clothing,4,30,120,
579,"Thursday, September 21, 2023",CUST579,Female,38,Electronics,1,30,30,
580,"Wednesday, December 6, 2023",CUST580,Female,31,Clothing,3,500,1500,
581,"Tuesday, November 21, 2023",CUST581,Female,48,Beauty,2,30,60,
582,"Tuesday, November 14, 2023",CUST582,Male,35,Clothing,3,300,900,
583,"Wednesday, June 21, 2023",CUST583,Female,24,Electronics,4,25,100,
584,"Friday, February 17, 2023",CUST584,Female,27,Beauty,4,50,200,
585,"Monday, May 1, 2023",CUST585,Female,24,Clothing,1,25,25,
586,"Monday, December 11, 2023",CUST586,Male,50,Electronics,1,50,50,
587,"Thursday, June 8, 2023",CUST587,Female,40,Beauty,4,300,1200,
588,"Wednesday, April 26, 2023",CUST588,Male,38,Electronics,2,30,60,
589,"Wednesday, April 12, 2023",CUST589,Female,36,Beauty,2,500,1000,
590,"Friday, March 17, 2023",CUST590,Male,36,Clothing,3,300,900,
591,"Friday, January 13, 2023",CUST591,Male,53,Electronics,4,25,100,
592,"Tuesday, January 24, 2023",CUST592,Female,46,Beauty,4,500,2000,
593,"Saturday, May 6, 2023",CUST593,Male,35,Electronics,2,30,60,
594,"Friday, September 1, 2023",CUST594,Female,19,Electronics,2,300,600,
595,"Thursday, November 9, 2023",CUST595,Female,18,Clothing,4,500,2000,
596,"Tuesday, February 7, 2023",CUST596,Female,64,Electronics,1,300,300,
597,"Tuesday, August 22, 2023",CUST597,Male,22,Beauty,4,300,1200,
598,"Tuesday, August 1, 2023",CUST598,Male,37,Beauty,4,30,120,
599,"Sunday, November 19, 2023",CUST599,Female,28,Beauty,2,50,100,
600,"Sunday, October 22, 2023",CUST600,Female,59,Beauty,2,500,1000,
601,"Monday, April 10, 2023",CUST601,Male,19,Clothing,1,30,30,
602,"Saturday, December 23, 2023",CUST602,Female,20,Electronics,1,300,300,
603,"Sunday, July 16, 2023",CUST603,Female,40,Clothing,3,30,90,
604,"Monday, September 11, 2023",CUST604,Female,29,Electronics,4,50,200,
605,"Monday, July 24, 2023",CUST605,Male,37,Electronics,2,500,1000,
606,"Friday, May 5, 2023",CUST606,Male,22,Electronics,1,50,50,
607,"Friday, March 17, 2023",CUST607,Male,54,Clothing,3,25,75,
608,"Saturday, December 2, 2023",CUST608,Female,55,Electronics,3,500,1500,
609,"Tuesday, December 19, 2023",CUST609,Female,47,Clothing,2,50,100,
610,"Tuesday, January 3, 2023",CUST610,Female,26,Beauty,2,300,600,
611,"Friday, February 24, 2023",CUST611,Male,51,Beauty,3,500,1500,
612,"Sunday, August 6, 2023",CUST612,Female,61,Electronics,1,500,500,
613,"Sunday, April 23, 2023",CUST613,Female,52,Clothing,3,30,90,
614,"Saturday, April 1, 2023",CUST614,Female,39,Beauty,4,300,1200,
615,"Saturday, December 23, 2023",CUST615,Female,61,Clothing,4,25,100,
616,"Saturday, September 23, 2023",CUST616,Male,41,Clothing,2,50,100,
617,"Saturday, August 26, 2023",CUST617,Male,34,Electronics,1,30,30,
618,"Thursday, January 26, 2023",CUST618,Female,27,Beauty,1,50,50,
619,"Friday, October 13, 2023",CUST619,Male,47,Electronics,4,25,100,
620,"Monday, May 8, 2023",CUST620,Male,63,Electronics,3,25,75,
621,"Saturday, March 4, 2023",CUST621,Female,40,Beauty,2,500,1000,
622,"Tuesday, August 22, 2023",CUST622,Female,49,Beauty,3,25,75,
623,"Friday, March 10, 2023",CUST623,Male,34,Clothing,3,50,150,
624,"Saturday, August 26, 2023",CUST624,Female,34,Beauty,3,300,900,
625,"Friday, December 8, 2023",CUST625,Male,31,Clothing,1,300,300,
626,"Friday, September 29, 2023",CUST626,Female,26,Clothing,4,500,2000,
627,"Saturday, October 14, 2023",CUST627,Male,57,Clothing,1,50,50,
628,"Wednesday, November 1, 2023",CUST628,Female,19,Beauty,4,50,200,
629,"Monday, June 12, 2023",CUST629,Male,62,Electronics,2,25,50,
630,"Tuesday, August 15, 2023",CUST630,Male,42,Clothing,2,50,100,
631,"Friday, November 10, 2023",CUST631,Male,56,Electronics,3,30,90,
632,"Saturday, September 16, 2023",CUST632,Female,26,Electronics,4,25,100,
633,"Monday, August 7, 2023",CUST633,Male,39,Beauty,4,30,120,
634,"Sunday, October 8, 2023",CUST634,Male,60,Electronics,4,500,2000,
635,"Thursday, August 17, 2023",CUST635,Female,63,Electronics,3,300,900,
636,"Thursday, March 23, 2023",CUST636,Female,21,Beauty,3,500,1500,
637,"Friday, September 1, 2023",CUST637,Male,43,Clothing,2,300,600,
638,"Saturday, August 19, 2023",CUST638,Male,46,Electronics,1,500,500,
639,"Saturday, May 13, 2023",CUST639,Female,62,Beauty,4,50,200,
640,"Sunday, May 7, 2023",CUST640,Female,51,Electronics,4,30,120,
641,"Thursday, November 23, 2023",CUST641,Female,40,Electronics,1,300,300,
642,"Monday, May 22, 2023",CUST642,Female,54,Clothing,4,25,100,
643,"Sunday, September 24, 2023",CUST643,Female,28,Electronics,3,30,90,
644,"Wednesday, September 6, 2023",CUST644,Male,23,Beauty,3,25,75,
645,"Friday, November 17, 2023",CUST645,Female,35,Electronics,4,30,120,
646,"Wednesday, May 3, 2023",CUST646,Male,38,Clothing,3,30,90,
647,"Sunday, May 21, 2023",CUST647,Male,59,Clothing,3,500,1500,
648,"Monday, August 14, 2023",CUST648,Male,53,Beauty,4,300,1200,
649,"Thursday, February 9, 2023",CUST649,Female,58,Clothing,2,300,600,
650,"Monday, January 1, 2024",CUST650,Male,55,Electronics,1,30,30,
651,"Saturday, May 27, 2023",CUST651,Male,51,Clothing,3,50,150,
652,"Monday, May 1, 2023",CUST652,Female,34,Beauty,2,50,100,
653,"Saturday, May 20, 2023",CUST653,Male,54,Clothing,3,25,75,
654,"Wednesday, June 21, 2023",CUST654,Male,42,Clothing,3,25,75,
655,"Tuesday, June 13, 2023",CUST655,Female,55,Clothing,1,500,500,
656,"Wednesday, October 4, 2023",CUST656,Male,29,Beauty,3,30,90,
657,"Saturday, February 11, 2023",CUST657,Male,40,Clothing,1,25,25,
658,"Sunday, March 12, 2023",CUST658,Male,59,Clothing,1,25,25,
659,"Sunday, March 19, 2023",CUST659,Female,39,Electronics,1,30,30,
660,"Saturday, April 29, 2023",CUST660,Female,38,Beauty,2,500,1000,
661,"Sunday, July 16, 2023",CUST661,Female,44,Clothing,4,25,100,
662,"Friday, December 22, 2023",CUST662,Male,48,Beauty,2,500,1000,
663,"Monday, March 20, 2023",CUST663,Male,23,Clothing,4,300,1200,
664,"Thursday, December 28, 2023",CUST664,Female,44,Clothing,4,500,2000,
665,"Thursday, April 20, 2023",CUST665,Male,57,Clothing,1,50,50,
666,"Thursday, February 2, 2023",CUST666,Male,51,Electronics,3,50,150,
